# golden-reach ledger — golden-only tier, one scoped run per golden test, measured at commit e857ec1b00e3 over 183 golden tests
rank	key	region	unreached_sites	unreached_regions	regions	witnesses	outside	sites	note
207	parameter-style-form-query-object	parameters	0	1	43	anchore.io,apache.org,apache.org-airflow,apivideo-android-uploader,bintable.com,bungie.net,color.pizza,hubspot-events,listennotes,query-parameters-openapi,reverb.com,slurmdb-rest,svix-webhooks,tally,traccar.org,vtex-pricing	asana.com	src/ir.rs::build_endpoint[^\s*QueryParam \{]=13/13 ; src/emit.rs::append_request_call_args[\} else if qp\.convert \{]=29/30	-
208	parameter-style-simple-header-scalar	parameters	0	1	24	apivideo-android-uploader,bintable.com,chaingateway-io,daniweb-connect,free5gc-namf-communication,free5gc-pdu-session,listennotes,loris-dataquery,openfigi.com,openintegrationhub-secret-service,slurmdb-rest,svix-webhooks,vtex-pricing	-	src/ir.rs::build_endpoint[^\s*HeaderParam \{]=17/17 ; src/emit.rs::append_request_call_args[for hp in &ep\.header_params \{]=6/7	-
209	property-sole-inline-allof	schemas	0	1	32	dnd5eapi.co,groupe-psa,paloalto-remote-networks,webflow-v2	asana.com,box.com	src/ir.rs::InlineHoister::prop_type_ref[sole_inline_all_of\(prop_schema\) \{]=5/5 ; src/ir.rs::sole_inline_all_of=26/27	-
210	ref-pointer-nested-items	schemas	0	1	6	dnd5eapi.co	-	src/ir.rs::ref_to_class["items" => \{]=3/3 ; src/ir.rs::resolve_schema_pointer[^\s*"items" => \{]=2/3	-
211	securityscheme-flows	security	0	1	62	auth-schemes,bungie.net,cradl,daniweb-connect,discord-com,fergus,free5gc-namf-communication,free5gc-pdu-session,googleapis-servicebroker,hubspot-events,microcks.local,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,outreach,paypal-catalog-products,reverb.com,spendesk,squareup.com,steaminputdb,swagger-petstore,thrivecart,timelyapp,timelyapp-entry,webflow-v2,xero.com-xero-payroll-au	asana.com,atlassian.com-jira,box.com	src/ir.rs::oauth_scope_enum=61/62	-
212	type-array-multi-nonnull	schemas	0	1	73	6-dot-authentiqio.appspot.com,adyen-capital,adyen-managed-risk-notification,adyen-report-notification,agco-ats,airbyte.local-config,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,appwrite.io-client,appwrite.io-server,audience-filter,audience-filter-strict,audiobookshelf,auth-schemes,auto-agent-protocol,aws-importexport,basic-auth,billie,billie-entry,bintable.com,blackadi-oauth2,bracketed-property-names,braintrust-dev,buildrelay,bungie.net,bunq.com,byautomata.io,chaingateway-io,client-class-name,color.pizza,cookie-parameters,cradl,crozier-sdk-extensions,cyberark-conjur-api,cyclonedx-transparency-exchange,daniweb-connect,deepsearch-ds-v2,digit-leading-property,discord-com,discourse.local,discriminated-unions,dnd5eapi.co,electric-sql,enum-name-sanitization,enum-query-param,enum-receiver-collision,eos.local,eos.local-extra-fields-forbid,eozilla,error-responses,etsi.local-mec010-2_apppkgmgmt,exa-gate,exhaustive,fergus,flowdapt,folio-mod-authtoken,form-bodies,frankfurter,free5gc-namf-communication,free5gc-pdu-session,gambitcomm.local-mimic,googleapis-servicebroker,groupe-psa,helios-verifiable-api,helixdb-http-api,http-toolkit,hubspot-events,inline-array-request,inline-request-response,integer-enums,k8s-container-service-provider,khoainats,komga,kytos-sdntrace-cp,letta,listennotes,livepeer-ai-runner,loris-dataquery,maif.local-otoroshi,malformed-property-schema,marimo,med-anvisa-price,microcks.local,mindee-ocr,missing-operation-id,mosip-esignet,ndw-accessibility-map,nested-core-imports,netbox.dev,nexmo-messages,nextgen,nimisampo,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openfigi.com,openintegrationhub-secret-service,openlinksw-osdb,operation-id-non-identifier,osparc-simcore-webserver,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,portfoliooptimizer.io,prometheus-x-edge-computing,pydantic-extra-fields,query-parameters-openapi,raybot,recursive-types,redhat.com-catalog_inventory,redocly.com-museum,reverb.com,sac-backend,schema-constraints,servers-webhooks,sftpgo,short-io,sigstore-rekor,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,sse-streaming,steaminputdb,strapi-rest-api,svix-webhooks,swagger-petstore,tag-based-grouping,tally,tamoss,thrivecart,timelyapp,timelyapp-entry,tlon-notes,torrentarr,traccar.org,truefoundry-trueforge,truefoundry-trueforge-5adde28,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,volview-backend-contract,vtex-pricing,webflow-v2,withsecure-gdpr-subject-rights,worldcoin-signup-sequencer,writeonly-fields,xero.com-xero-payroll-au,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,calorieninjas.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,esgenterprise.com,etherpad.local,github.com,gov.bc.ca-news,groundhog-day.com	src/openapi.rs::normalize_multi_type_schemas=48/49 ; src/ir.rs::Builder::variant_ref[if variant\.multi_type_union \{]=24/24	-
213	additional-properties-boolean-false	schemas	0	0	42	adyen-report-notification,airbyte.local-config,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,auto-agent-protocol,braintrust-dev,cradl,cyclonedx-transparency-exchange,deepsearch-ds-v2,discord-com,discourse.local,eozilla,exa-gate,folio-mod-authtoken,helixdb-http-api,letta,mosip-esignet,openbanking.org.uk-account-info-openapi,osparc-simcore-webserver,redhat.com-catalog_inventory,steaminputdb,tally,tamoss,truefoundry-trueforge,truefoundry-trueforge-5adde28,volview-backend-contract,webflow-v2,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,atlassian.com-jira,bbci.co.uk,github.com	src/ir.rs::is_inline_struct=18/18 ; src/ir.rs::is_closed_empty_object=12/12 ; src/ir.rs::resolve_request_body[if schema\.ty\.as_ref\(\)\.and_then\(\x7cty\x7c ty\.primary\(\)\) == Some\("object"\)$]=12/12	-
214	additional-properties-boolean-true	schemas	0	0	21	airbyte.local-config,anchore.io,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-sms,apideck.com-vault,apideck.com-webhook,appwrite.io-client,appwrite.io-server,audiobookshelf,auto-agent-protocol,discourse.local,dnd5eapi.co,eozilla,etsi.local-mec010-2_apppkgmgmt,exa-gate,folio-mod-authtoken,helixdb-http-api,k8s-container-service-provider,komga,letta,marimo,microcks.local,nexmo-messages,openbanking.org.uk-account-info-openapi,openepcis-dpp-ready,openintegrationhub-secret-service,osparc-simcore-webserver,paloalto-remote-networks,servers-webhooks,sftpgo,sigstore-rekor,strapi-rest-api,tamoss,timelyapp,timelyapp-entry,torrentarr,volview-backend-contract,webflow-v2,ziptax-node	apideck.com-pos,atlassian.com-jira,github.com	src/ir.rs::is_map=7/7 ; src/ir.rs::base_type_ref[=Some\(AdditionalProperties::Bool\(true\)\) =>]=1/1 ; src/ir.rs::is_object_type=13/13	-
215	allof	schemas	0	0	184	adyen-capital,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-crm,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,audiobookshelf,auto-agent-protocol,braintrust-dev,bungie.net,cyclonedx-transparency-exchange,discord-com,dnd5eapi.co,eozilla,exhaustive,fergus,flowdapt,free5gc-namf-communication,free5gc-pdu-session,groupe-psa,k8s-container-service-provider,komga,livepeer-ai-runner,microcks.local,ndw-accessibility-map,nexmo-messages,openbanking-brasil-directory,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openintegrationhub-secret-service,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,raybot,redocly.com-museum,sac-backend,sftpgo,short-io,strapi-rest-api,tally,tamoss,timelyapp,timelyapp-entry,tlon-notes,truefoundry-trueforge,truefoundry-trueforge-5adde28,volview-backend-contract,webflow-v2,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,box.com,github.com,gov.bc.ca-news	src/ir.rs::member_fields=61/61 ; src/ir.rs::single_all_of_ref=11/11 ; src/ir.rs::sole_all_of_ref=10/10 ; src/ir.rs::described_all_of_ref=33/33 ; src/ir.rs::sole_inline_all_of=27/27 ; src/ir.rs::Builder::add_object[for member in schema\.all_of\.iter\(\)\.flatten\(\) \{]=42/42	-
216	allof-sole-member	schemas	0	0	32	bungie.net,discord-com,dnd5eapi.co,flowdapt,groupe-psa,k8s-container-service-provider,komga,livepeer-ai-runner,openbanking-brasil-directory,openepcis-dpp-ready,paloalto-remote-networks,raybot,sac-backend,sftpgo,strapi-rest-api,tally,timelyapp,timelyapp-entry,webflow-v2,zulip,zulip-jentic,zulip-jentic-entry	asana.com,atlassian.com-jira,box.com,gov.bc.ca-news	src/ir.rs::sole_inline_all_of=27/27 ; src/ir.rs::InlineHoister::prop_type_ref[sole_inline_all_of\(prop_schema\) \{]=5/5	-
217	annotated-ref-target-closed-object	schemas	0	0	7	truefoundry-trueforge-5adde28,zulip,zulip-jentic,zulip-jentic-entry	-	src/ir.rs::InlineHoister::prop_type_ref[^ {16}\{$]=7/7	-
218	annotated-ref-target-composed	schemas	0	0	7	groupe-psa,paloalto-cspm-alerts,zulip,zulip-jentic,zulip-jentic-entry	asana.com,box.com	src/ir.rs::InlineHoister::prop_type_ref[^ {16}\{$]=7/7	-
219	annotated-ref-target-string-enum	schemas	0	0	8	amazonaws.com-cloudformation,amazonaws.com-cloudfront,braintrust-dev	-	src/ir.rs::InlineHoister::prop_type_ref[string_enum_values\(&target\) \{]=8/8	-
220	annotated-ref-target-struct	schemas	0	0	7	amazonaws.com-cloudformation,amazonaws.com-cloudfront,braintrust-dev,groupe-psa,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,truefoundry-trueforge,truefoundry-trueforge-5adde28,zulip,zulip-jentic,zulip-jentic-entry	asana.com,box.com	src/ir.rs::InlineHoister::prop_type_ref[^ {16}\{$]=7/7	-
221	anyof-array-variant-struct-item	schemas	0	0	31	cradl,fergus,timelyapp,timelyapp-entry	-	src/ir.rs::InlineHoister::hoist_union_variant[if item.reference.is_none\(\) && is_inline_struct\(item\) \{]=13/13 ; src/ir.rs::is_inline_struct=18/18	-
222	anyof-inline-object-variant	schemas	0	0	18	braintrust-dev,cradl,dnd5eapi.co,fergus,paypal-catalog-products,short-io,timelyapp,timelyapp-entry,volview-backend-contract	bbci.co.uk,github.com	src/ir.rs::InlineHoister::hoist_union_variant[^ {8}\{$]=11/11 ; src/ir.rs::is_inline_object=7/7	-
223	array-item-residual	schemas	0	0	11	agco-ats,airbyte.local-config,alma-france,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,appwrite.io-client,appwrite.io-server,audiobookshelf,auto-agent-protocol,blackadi-oauth2,braintrust-dev,buildrelay,bungie.net,bunq.com,byautomata.io,client-class-name,color.pizza,cradl,cyclonedx-transparency-exchange,daniweb-connect,deepsearch-ds-v2,discord-com,discourse.local,dnd5eapi.co,electric-sql,eozilla,error-responses,etsi.local-mec010-2_apppkgmgmt,exa-gate,exhaustive,fergus,flowdapt,frankfurter,gambitcomm.local-mimic,googleapis-servicebroker,groupe-psa,helixdb-http-api,hubspot-events,k8s-container-service-provider,komga,letta,listennotes,livepeer-ai-runner,loris-dataquery,maif.local-otoroshi,malformed-property-schema,marimo,microcks.local,mindee-ocr,missing-operation-id,mosip-esignet,ndw-accessibility-map,netbox.dev,nexmo-messages,nextgen,nimisampo,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openfigi.com,openintegrationhub-secret-service,openlinksw-osdb,operation-id-non-identifier,osparc-simcore-webserver,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,portfoliooptimizer.io,prometheus-x-edge-computing,pydantic-extra-fields,query-parameters-openapi,raybot,redhat.com-catalog_inventory,reverb.com,schema-constraints,sftpgo,short-io,sigstore-rekor,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,steaminputdb,strapi-rest-api,svix-webhooks,swagger-petstore,tag-based-grouping,tally,tamoss,thrivecart,timelyapp,timelyapp-entry,tlon-notes,torrentarr,traccar.org,truefoundry-trueforge,truefoundry-trueforge-5adde28,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,volview-backend-contract,vtex-pricing,webflow-v2,xero.com-xero-payroll-au,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,codesearch.debian.net,conjur.local,etherpad.local,github.com,gov.bc.ca-news	src/ir.rs::full_type_ref_resolved=11/11	-
224	audience-dual-header-policy	oas31-extensions	0	0	27	audience-filter,audience-filter-strict,ziptax-node	-	src/openapi.rs::Operation::audiences=8/8 ; src/openapi.rs::filter_by_audience[let keep = \x7cop: &Operation\x7c \{]=12/12 ; src/openapi.rs::filter_by_audience[if labels\.is_empty\(\) \{]=1/1 ; src/openapi.rs::filter_by_audience[\} else \{]=5/5 ; src/openapi.rs::filter_by_audience[if slot\.as_ref\(\)\.is_some_and\(\x7cop\x7c !keep\(op\)\) \{]=1/1	-
225	boolean-schema-false	schemas	0	0	0	tamoss	-	none	-
226	callback-runtime-expression	bodies-media	0	0	0	eozilla,etsi.local-mec010-2_apppkgmgmt,free5gc-namf-communication,free5gc-pdu-session,nexmo-messages,servers-webhooks	-	none	-
227	codegen-request-body-name-extension	oas31-extensions	0	0	6	nextgen,portfoliooptimizer.io,sigstore-rekor,traccar.org	-	src/ir.rs::uses_codegen_request_body_name=6/6	-
228	components-callbacks	bodies-media	0	0	0	apache.org,apache.org-airflow,prometheus-x-edge-computing	calorieninjas.com	none	-
229	components-headers	parameters	0	0	0	apache.org,apache.org-airflow,bunq.com,listennotes,ndw-accessibility-map	github.com	none	-
230	components-links	bodies-media	0	0	0	apache.org,apache.org-airflow,prometheus-x-edge-computing	calorieninjas.com	none	-
231	contact-email	document-paths	0	0	0	6-dot-authentiqio.appspot.com,airbyte.local-config,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,appwrite.io-client,appwrite.io-server,aws-importexport,bintable.com,bungie.net,byautomata.io,color.pizza,cyberark-conjur-api,cyclonedx-transparency-exchange,daniweb-connect,etsi.local-mec010-2_apppkgmgmt,fergus,gambitcomm.local-mimic,listennotes,maif.local-otoroshi,microcks.local,mosip-esignet,nexmo-messages,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openfigi.com,openlinksw-osdb,paloalto-remote-networks,portfoliooptimizer.io,prometheus-x-edge-computing,redhat.com-catalog_inventory,redocly.com-museum,reverb.com,slurmdb-rest,squareup.com,swagger-petstore,tamoss,traccar.org,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,webflow-v2,xero.com-xero-payroll-au,ziptax-node	apideck.com-pos,appng-rest-api,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,calorieninjas.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,etherpad.local,groundhog-day.com	none	-
232	contact-name	document-paths	0	0	0	6-dot-authentiqio.appspot.com,adyen-capital,adyen-managed-risk-notification,adyen-report-notification,amazonaws.com-cloudformation,amazonaws.com-cloudfront,apache.org,apache.org-airflow,api-openverse-org,apicurio.local-registry,apis.guru,appwrite.io-client,appwrite.io-server,auto-agent-protocol,aws-importexport,buildrelay,bungie.net,bunq.com,color.pizza,cyclonedx-transparency-exchange,daniweb-connect,dnd5eapi.co,eozilla,etsi.local-mec010-2_apppkgmgmt,fergus,googleapis-servicebroker,helixdb-http-api,k8s-container-service-provider,listennotes,loris-dataquery,maif.local-otoroshi,microcks.local,mindee-ocr,mosip-esignet,nexmo-messages,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openfigi.com,portfoliooptimizer.io,reverb.com,sac-backend,sftpgo,slurmdb-rest,squareup.com,strapi-rest-api,tamoss,traccar.org,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,webflow-v2,withsecure-gdpr-subject-rights,xero.com-xero-payroll-au,ziptax-node	appng-rest-api,asana.com,bbci.co.uk,box.com,calorieninjas.com,canada-holidays.ca,etherpad.local,github.com,groundhog-day.com	none	-
233	contact-url	document-paths	0	0	0	6-dot-authentiqio.appspot.com,adyen-capital,adyen-managed-risk-notification,adyen-report-notification,amazonaws.com-cloudformation,amazonaws.com-cloudfront,apache.org,apache.org-airflow,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,appwrite.io-client,appwrite.io-server,auto-agent-protocol,aws-importexport,bungie.net,bunq.com,color.pizza,cyclonedx-transparency-exchange,daniweb-connect,dnd5eapi.co,eos.local,eos.local-extra-fields-forbid,eozilla,etsi.local-mec010-2_apppkgmgmt,fergus,frankfurter,googleapis-servicebroker,helixdb-http-api,k8s-container-service-provider,listennotes,loris-dataquery,microcks.local,mindee-ocr,mosip-esignet,nexmo-messages,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openfigi.com,portfoliooptimizer.io,redocly.com-museum,reverb.com,sftpgo,slurmdb-rest,squareup.com,strapi-rest-api,tamoss,traccar.org,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,webflow-v2,withsecure-gdpr-subject-rights,xero.com-xero-payroll-au,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,bbci.co.uk,box.com,calorieninjas.com,canada-holidays.ca,corrently.io,etherpad.local,github.com,groundhog-day.com	none	-
234	content-encoding	schemas	0	0	0	discord-com,marimo	-	none	-
235	content-media-type	schemas	0	0	0	osparc-simcore-webserver	-	none	-
236	content-schema	schemas	0	0	0	osparc-simcore-webserver	-	none	-
237	delete-operation	document-paths	0	0	23	6-dot-authentiqio.appspot.com,agco-ats,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,apicurio.local-registry,apideck.com-accounting,apideck.com-crm,apideck.com-customer-support,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,appwrite.io-client,appwrite.io-server,audiobookshelf,billie,billie-entry,blackadi-oauth2,braintrust-dev,bunq.com,cradl,daniweb-connect,deepsearch-ds-v2,discord-com,discourse.local,electric-sql,eozilla,etsi.local-mec010-2_apppkgmgmt,exa-gate,exhaustive,fergus,flowdapt,free5gc-namf-communication,gambitcomm.local-mimic,googleapis-servicebroker,groupe-psa,helios-verifiable-api,http-toolkit,k8s-container-service-provider,komga,letta,listennotes,maif.local-otoroshi,microcks.local,mindee-ocr,netbox.dev,nextgen,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openintegrationhub-secret-service,openlinksw-osdb,osparc-simcore-webserver,outreach,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,raybot,redocly.com-museum,reverb.com,sftpgo,short-io,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,strapi-rest-api,svix-webhooks,swagger-petstore,tally,tamoss,timelyapp,timelyapp-entry,tlon-notes,traccar.org,truefoundry-trueforge,truefoundry-trueforge-5adde28,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,volview-backend-contract,vtex-pricing,webflow-v2,worldcoin-signup-sequencer,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,asana.com,atlassian.com-jira,box.com,conjur.local,github.com	src/openapi.rs::PathItem::operations=16/16 ; src/openapi.rs::PathItem::operation_slots=7/7	-
238	dependent-required	schemas	0	0	0	helixdb-http-api	-	none	-
239	deprecated	schemas	0	0	0	adyen-capital,airbyte.local-config,amazonaws.com-cloudfront,apache.org,apache.org-airflow,apideck.com-accounting,apideck.com-crm,apideck.com-customer-support,apideck.com-hris,deepsearch-ds-v2,discourse.local,groupe-psa,komga,letta,osparc-simcore-webserver,raybot,schema-constraints,tamoss,vtex-pricing,zulip,zulip-jentic,zulip-jentic-entry	github.com	none	-
240	document-external-docs	document-paths	0	0	0	airbyte.local-config,amazonaws.com-cloudformation,amazonaws.com-cloudfront,apache.org,apache.org-airflow,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,appwrite.io-client,appwrite.io-server,aws-importexport,bungie.net,byautomata.io,cyberark-conjur-api,cyclonedx-transparency-exchange,daniweb-connect,discord-com,etsi.local-mec010-2_apppkgmgmt,free5gc-namf-communication,free5gc-pdu-session,gambitcomm.local-mimic,googleapis-servicebroker,helixdb-http-api,komga,maif.local-otoroshi,paypal-catalog-products,portfoliooptimizer.io,prometheus-x-edge-computing,reverb.com,squareup.com,swagger-petstore,withsecure-gdpr-subject-rights	apideck.com-pos,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,calorieninjas.com,codesearch.debian.net,conjur.local,github.com	none	-
241	document-info	document-paths	0	0	0	6-dot-authentiqio.appspot.com,adyen-capital,adyen-managed-risk-notification,adyen-report-notification,agco-ats,airbyte.local-config,alma-france,amazonaws.com-cloudformation,amazonaws.com-cloudfront,anchore.io,apache.org,apache.org-airflow,apache.org-qakka,api-openverse-org,apicurio.local-registry,apideck.com-accounting,apideck.com-ats,apideck.com-connector,apideck.com-crm,apideck.com-customer-support,apideck.com-ecommerce,apideck.com-ecosystem,apideck.com-file-storage,apideck.com-hris,apideck.com-issue-tracking,apideck.com-lead,apideck.com-proxy,apideck.com-sms,apideck.com-vault,apideck.com-webhook,apis.guru,apivideo-android-uploader,appwrite.io-client,appwrite.io-server,audience-filter,audience-filter-strict,audiobookshelf,auth-schemes,auto-agent-protocol,aws-importexport,basic-auth,billie,billie-entry,bintable.com,blackadi-oauth2,bracketed-property-names,braintrust-dev,buildrelay,bungie.net,bunq.com,byautomata.io,chaingateway-io,client-class-name,color.pizza,cookie-parameters,cradl,crozier-sdk-extensions,cyberark-conjur-api,cyclonedx-transparency-exchange,daniweb-connect,deepsearch-ds-v2,descope-authzcache,digit-leading-property,discord-com,discourse.local,discriminated-unions,dnd5eapi.co,electric-sql,enum-name-sanitization,enum-query-param,enum-receiver-collision,eos.local,eos.local-extra-fields-forbid,eozilla,error-responses,etsi.local-mec010-2_apppkgmgmt,exa-gate,exhaustive,fergus,flowdapt,folio-mod-authtoken,form-bodies,frankfurter,free5gc-namf-communication,free5gc-pdu-session,gambitcomm.local-mimic,go-kratos-casbin-admin,googleapis-servicebroker,groupe-psa,helios-verifiable-api,helixdb-http-api,http-toolkit,hubspot-events,inline-array-request,inline-request-response,integer-enums,k8s-container-service-provider,khoainats,komga,kytos-sdntrace-cp,letta,listennotes,livepeer-ai-runner,loris-dataquery,maif.local-otoroshi,malformed-property-schema,marimo,med-anvisa-price,microcks.local,mindee-ocr,missing-operation-id,mosip-esignet,ndw-accessibility-map,nested-core-imports,netbox.dev,nexmo-messages,nextgen,nimisampo,oauth-client-credentials,openbanking-brasil-directory,openbanking.org.uk-account-info-openapi,openbankingproject-ch-kundenbeziehung,openepcis-dpp-ready,openfigi.com,openintegrationhub-secret-service,openlinksw-osdb,operation-id-non-identifier,osparc-simcore-webserver,outreach,paloalto-cspm-alerts,paloalto-cspm-reports,paloalto-cspm-search-manager,paloalto-remote-networks,paypal-catalog-products,portfoliooptimizer.io,prometheus-x-edge-computing,pydantic-extra-fields,query-parameters-openapi,raybot,recursive-types,redhat.com-catalog_inventory,redocly.com-museum,reverb.com,sac-backend,schema-constraints,servers-webhooks,sftpgo,short-io,sigstore-rekor,skool,skool-entry,slurmdb-rest,spendesk,squareup.com,sse-streaming,steaminputdb,strapi-rest-api,svix-webhooks,swagger-petstore,tag-based-grouping,tally,tamoss,thrivecart,timelyapp,timelyapp-entry,tlon-notes,torrentarr,traccar.org,truefoundry-trueforge,truefoundry-trueforge-5adde28,twilio.com-twilio_messaging_v1,twilio.com-twilio_voice_v1,volview-backend-contract,vtex-pricing,webflow-v2,withsecure-gdpr-subject-rights,worldcoin-signup-sequencer,writeonly-fields,xero.com-xero-payroll-au,ziptax-node,zulip,zulip-jentic,zulip-jentic-entry	apideck.com-pos,appng-rest-api,asana.com,atlassian.com-jira,axesso.de,bbci.co.uk,box.com,calorieninjas.com,canada-holidays.ca,codesearch.debian.net,conjur.local,corrently.io,esgenterprise.com,etherpad.local,github.com,gov.bc.ca-news,groundhog-day.com	none	`src/config.rs::default_package_name` names the package only when no `--package-name` is set, a generator setting rather than a document shape, and every corpus row sets one
